,accuracy,accuracy,macro_f1,macro_f1,roc_auc,roc_auc
,mean,std,mean,std,mean,std
pooling_strategy,,,,,,
avg,0.5616066638193767,0.09688179466813182,0.5329669447118145,0.0929632891628505,0.5843939547006975,0.0946190796073583
multiscale,0.6044207413771775,0.07045666263259309,0.5817506093306363,0.048675975993907536,0.6238203003694948,0.05321257387849175
percentile,0.6033368174016261,0.06069009867392202,0.5779807669292282,0.055245139252591655,0.6373797432439144,0.07968836844256993
