iter	Logloss
0	0.602625454
1	0.5361232954
2	0.4614434339
3	0.41538649
4	0.3707163378
5	0.3241510405
6	0.2897973808
7	0.2576832238
8	0.2302642339
9	0.2091161878
10	0.1873192792
11	0.1708693553
12	0.1604606295
13	0.145642689
14	0.1345257479
15	0.1272708195
16	0.1178667273
17	0.1097496603
18	0.1025364537
19	0.09669202878
20	0.09068491707
21	0.08518268029
22	0.08013863843
23	0.07631914187
24	0.07268367662
25	0.0692576544
26	0.06588797511
27	0.06254183884
28	0.05905853639
29	0.05673487548
30	0.05392601809
31	0.05161948902
32	0.0494026983
33	0.04722410752
34	0.04529109865
35	0.0435167204
36	0.04136784251
37	0.03972548278
38	0.03795281814
39	0.03647478764
40	0.0343831473
41	0.03289312473
42	0.03151144787
43	0.03043793328
44	0.029196275
45	0.02813694625
46	0.02710408716
47	0.02614417487
48	0.02546088902
49	0.02464920503
50	0.02400146168
51	0.02275005852
52	0.02216200662
53	0.0215834018
54	0.02106622031
55	0.02052447903
56	0.01995184902
57	0.01941791071
58	0.01902450243
59	0.01847738479
60	0.01805595581
61	0.0176883547
62	0.01719419027
63	0.01683729069
64	0.01622495321
65	0.01585855222
66	0.01558194762
67	0.01517997773
68	0.01482756808
69	0.01450212143
70	0.01418708124
71	0.01384278609
72	0.01357097885
73	0.01324506815
74	0.01298960758
75	0.01274227896
76	0.01250228847
77	0.01223723871
78	0.01200614539
79	0.01175512042
80	0.01151571865
81	0.01133842474
82	0.01113302415
83	0.01088056442
84	0.0106026765
85	0.01044726779
86	0.0101251502
87	0.009980905245
88	0.009860141759
89	0.009737599543
90	0.009585891366
91	0.009442033117
92	0.00929204671
93	0.009104376772
94	0.008993305656
95	0.008805131782
96	0.008692076577
97	0.008578676628
98	0.008475207076
99	0.008368774086
100	0.008254365863
101	0.008137159807
102	0.007995828059
103	0.007881110402
104	0.007780604746
105	0.007621134397
106	0.007474575561
107	0.007370498741
108	0.00730564665
109	0.007232173507
110	0.007108851194
111	0.007039693559
112	0.006981012436
113	0.006904736349
114	0.006839850596
115	0.006761973599
116	0.00669903576
117	0.006628972264
118	0.00657968281
119	0.006480008636
120	0.006426918866
121	0.006363838989
122	0.006283699338
123	0.006227869771
124	0.006147493251
125	0.006099303217
126	0.006052324395
127	0.005967219695
128	0.00590532998
129	0.005853470445
130	0.005809695212
131	0.005756270216
132	0.005709398409
133	0.005645228177
134	0.00560146513
135	0.005553626046
136	0.005490621559
137	0.005448347401
138	0.005405171646
139	0.005368992293
140	0.005340973604
141	0.005307897276
142	0.005258897369
143	0.00520174915
144	0.005154738167
145	0.00511567606
146	0.005049587112
147	0.005011949809
148	0.004974396498
149	0.004931648303
150	0.004895257788
151	0.004821829223
152	0.004792265768
153	0.004754507026
154	0.004717998899
155	0.004688866363
156	0.004658729701
157	0.004634983752
158	0.004609866304
159	0.004583318975
160	0.004540882524
161	0.004500933654
162	0.004466065726
163	0.004438948587
164	0.004382864864
165	0.004350560081
166	0.004325682691
167	0.004300134105
168	0.004277302174
169	0.004236598906
170	0.004205023612
171	0.004184685795
172	0.004157084743
173	0.004107973608
174	0.004066055669
175	0.004042906478
176	0.004016057081
177	0.003991300263
178	0.00396557662
179	0.00394233447
180	0.003919284053
181	0.003887863721
182	0.003847587531
183	0.003826332643
184	0.003793116941
185	0.003745470312
186	0.003721472679
187	0.003702117267
188	0.003682191259
189	0.003640194005
190	0.003614157254
191	0.003591489164
192	0.003573895899
193	0.003539649771
194	0.003521598431
195	0.003492005076
196	0.003455285954
197	0.003440508236
198	0.003422757777
199	0.00340636618
200	0.003388133831
201	0.003364554226
202	0.003345489184
203	0.003330902612
204	0.003315029387
205	0.003242149915
206	0.003211838195
207	0.003194156303
208	0.003172291835
209	0.003157202987
210	0.003144377924
211	0.003128321181
212	0.003114003999
213	0.003090498979
214	0.003075306044
215	0.003054555289
216	0.003040095963
217	0.003025341503
218	0.002999678817
219	0.00298149768
220	0.002967785839
221	0.00295553598
222	0.00294235933
223	0.002928326446
224	0.002913630267
225	0.00289819085
226	0.002885564789
227	0.00286492777
228	0.00284916393
229	0.002818285383
230	0.00280698346
231	0.002791412182
232	0.00277956965
233	0.002744693033
234	0.002734377234
235	0.00272411593
236	0.00271191621
237	0.002697981209
238	0.002683502447
239	0.002667816793
240	0.002656191924
241	0.002644490557
242	0.002634395565
243	0.002624533457
244	0.002611875315
245	0.002598960451
246	0.002588212136
247	0.002577306295
248	0.002559033466
249	0.002543330735
250	0.002534569019
251	0.002525299916
252	0.002511111449
253	0.002500201332
254	0.002490479966
255	0.002482968699
256	0.00247360228
257	0.002465383592
258	0.002456319347
259	0.00244756163
260	0.002436469318
261	0.002427307871
262	0.002411947956
263	0.00240440416
264	0.00239522475
265	0.002387554949
266	0.002379185597
267	0.002369181192
268	0.002355725279
269	0.002348288399
270	0.002342291316
271	0.002335868565
272	0.00232826978
273	0.002319102759
274	0.002310473667
275	0.002302045375
276	0.002289453134
277	0.002279517499
278	0.002271704855
279	0.002259148052
280	0.00225238233
281	0.002244262003
282	0.002234504172
283	0.002224511827
284	0.002212166782
285	0.002187252809
286	0.002181389992
287	0.002174232248
288	0.00215638571
289	0.002145449709
290	0.002136946456
291	0.002125696923
292	0.002116249347
293	0.002105371643
294	0.002098983419
295	0.002087046234
296	0.002078771555
297	0.002070289315
298	0.002062583061
299	0.002056430512
300	0.002048924701
301	0.002041262634
302	0.002034661202
303	0.002029031845
304	0.002023740249
305	0.002017302641
306	0.002011154278
307	0.002001536292
308	0.001995905925
309	0.00198859102
310	0.001979150605
311	0.001967286164
312	0.001960188876
313	0.00195404425
314	0.001947489568
315	0.001947453344
316	0.001940005753
317	0.001934663176
318	0.001929711607
319	0.001921249589
320	0.001915971749
321	0.001910188536
322	0.001901026627
323	0.001896206879
324	0.001890965923
325	0.001884520463
326	0.001877562625
327	0.001873442977
328	0.001864110391
329	0.001853602746
330	0.001844497512
331	0.001839746388
332	0.001833058168
333	0.001826387044
334	0.001820715883
335	0.001815106618
336	0.001811075584
337	0.001801081574
338	0.001796654024
339	0.001790588379
340	0.001786084165
341	0.001780403961
342	0.001775349594
343	0.001767142911
344	0.001760396672
345	0.001756454297
346	0.001756454297
347	0.001750221593
348	0.0017463289
349	0.0017463289
350	0.0017463289
351	0.0017463289
352	0.001742349528
353	0.001737854268
354	0.001732252621
355	0.001726652261
356	0.001721406648
357	0.001715804098
358	0.001710878037
359	0.001701856669
360	0.001696806025
361	0.001691875041
362	0.001690940244
363	0.001685641785
364	0.00168148063
365	0.001675635245
366	0.001671930681
367	0.001671930681
368	0.001668430287
369	0.001662826678
370	0.001656847876
371	0.001656868956
372	0.00165683455
373	0.001651455465
374	0.001646550418
375	0.00164191269
376	0.001636899724
377	0.001636899724
378	0.001636899724
379	0.001632371511
380	0.001632371511
381	0.001632371511
382	0.001628171708
383	0.001623486731
384	0.001619638577
385	0.001619614105
386	0.001615745003
387	0.001615700784
388	0.001612215731
389	0.001607790306
390	0.001602490338
391	0.001602490338
392	0.001596717157
393	0.001591995066
394	0.001591956959
395	0.001585868849
396	0.001578824648
397	0.001575802499
398	0.001569787973
399	0.001565193251
400	0.001560659014
401	0.001557967575
402	0.001553621635
403	0.00155198101
404	0.001550401642
405	0.001545872747
406	0.001545653712
